Flow_id,device,eth_Type,timeout,bord,nmbr_occ,permanent,priority,input,output,mac_src,mac_dst,ipv4_src,ipv4_dst,ip_proto,port_src,port_dst,flow_duration,total packets,total bytes,tot_forward_pkts,tot_backward_pkts,tot_forward_len_pkts,tot_backward_len_pkts,Pkts_len_mean,Flow Pkts/s,Flow Byts/s,Frd Flow PKts/s,Bwd Flow Pkts/s,Frd Flow Byts/s,Bwd Flow Byts/s,Frd_pkts_max_interval_2s,Frd_pkts_min_interval_2s,Frd_pkts_mean_interval_2s,Frd_pkts_std_interval_2s,Bwd_pkts_max_interval_2s,Bwd_pkts_min_interval_2s,Bwd_pkts_mean_interval_2s,Bwd_pkts_std_interval_2s,Frd_bytes_max_interval_2s,Frd_bytes_min_interval_2s,Frd_bytes_mean_interval_2s,Frd_bytes_std_interval_2s,Bwd_bytes_max_interval_2s,Bwd_bytes_min_interval_2s,Bwd_bytes_mean_interval_2s,Bwd_bytes_std_interval_2s,Idle_Max,Idle_Min,Idle_Mean,Idle_Std,Active_Max,Active_Min,Active_Mean,Active_Std,Total_packets_src,Total_bytes_src,Number_of_flows_src,Total_packets_dst,Total_bytes_dst,Number_of_flows_dst,timestamp
844425085591308,of:0000328dd09ba943,0x800,10,0,1,False,10,2,1,08:00:27:02:34:4F,08:00:27:AF:96:7C,192.168.1.26/32,192.168.1.25/32,6,35472,8080,3,11,4896,6,5,1003,3893,445.09090909090907,3.67,1632.0,2.0,1.67,334.33,1297.67,3.0,3.0,3.0,0.0,3.0,2.0,2.5,0.71,514.0,489.0,501.5,17.68,1975.0,1918.0,1946.5,40.31,0,0,0,0,4000,4000,4000,0,10.0,1597.0,2.0,10.0,1597.0,2.0,48053713
844426122923567,of:0000328dd09ba943,0x800,10,0,1,False,10,1,2,08:00:27:AF:96:7C,08:00:27:02:34:4F,192.168.1.25/32,192.168.1.26/32,6,8080,35470,9,8,1153,4,4,559,594,144.125,0.88,128.11,0.44,0.44,62.11,66.0,4.0,0.0,0.8,1.79,4.0,0.0,0.8,1.79,559.0,0.0,111.8,249.99,594.0,0.0,118.8,265.64,8000,8000,8000,0,2000,2000,2000,0,9.0,4452.0,2.0,9.0,4452.0,2.0,48053713
844425085591308,of:0000328dd09ba943,0x800,10,1,1,False,10,2,1,08:00:27:02:34:4F,08:00:27:AF:96:7C,192.168.1.26/32,192.168.1.25/32,6,35472,8080,5,11,4896,6,5,1003,3893,445.09090909090907,2.2,979.2,1.2,1.0,200.6,778.6,3.0,0.0,2.0,1.73,3.0,0.0,1.67,1.53,514.0,0.0,334.33,289.81,1975.0,0.0,1297.67,1124.17,2000,2000,2000,0,4000,4000,4000,0,6.0,1003.0,1.0,6.0,1003.0,1.0,48055713
844425085591308,of:0000328dd09ba943,0x800,10,0,1,False,10,2,1,08:00:27:02:34:4F,08:00:27:AF:96:7C,192.168.1.26/32,192.168.1.25/32,6,35472,8080,7,11,4896,6,5,1003,3893,445.09090909090907,1.5699999999999998,699.43,0.86,0.71,143.29,556.14,3.0,0.0,1.5,1.73,3.0,0.0,1.25,1.5,514.0,0.0,250.75,289.72,1975.0,0.0,973.25,1124.05,4000,4000,4000,0,4000,4000,4000,0,6.0,1003.0,1.0,6.0,1003.0,1.0,48057713
844425085591308,of:0000328dd09ba943,0x800,10,1,1,False,10,2,1,08:00:27:02:34:4F,08:00:27:AF:96:7C,192.168.1.26/32,192.168.1.25/32,6,35472,8080,9,13,5028,7,6,1069,3959,386.7692307692308,1.4500000000000002,558.67,0.78,0.67,118.78,439.89,3.0,0.0,1.4,1.52,3.0,0.0,1.2,1.3,514.0,0.0,213.8,264.16,1975.0,0.0,791.8,1054.63,4000,4000,4000,0,4000,2000,3000,1414.21,7.0,1069.0,1.0,7.0,1069.0,1.0,48059713
844425085591308,of:0000328dd09ba943,0x800,10,0,1,False,10,2,1,08:00:27:02:34:4F,08:00:27:AF:96:7C,192.168.1.26/32,192.168.1.25/32,6,35472,8080,11,13,5028,7,6,1069,3959,386.7692307692308,1.19,457.09000000000003,0.64,0.55,97.18,359.91,3.0,0.0,1.17,1.47,3.0,0.0,1.0,1.26,514.0,0.0,178.17,251.88,1975.0,0.0,659.83,997.14,4000,2000,3000,1414.21,4000,2000,3000,1414.21,7.0,1069.0,2.0,7.0,1069.0,2.0,48061713
844429146449585,of:0000328dd09ba943,0x800,10,0,1,False,10,2,1,08:00:27:02:34:4F,08:00:27:AF:96:7C,192.168.1.26/32,192.168.1.25/32,6,35474,8080,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7.0,1069.0,2.0,7.0,1069.0,2.0,48061819
844425085591308,of:0000328dd09ba943,0x800,10,1,1,False,10,2,1,08:00:27:02:34:4F,08:00:27:AF:96:7C,192.168.1.26/32,192.168.1.25/32,6,35472,8080,13,15,5160,8,7,1135,4025,344.0,1.1600000000000001,396.93,0.62,0.54,87.31,309.62,3.0,0.0,1.14,1.35,3.0,0.0,1.0,1.15,514.0,0.0,162.14,233.81,1975.0,0.0,575.0,937.52,4000,2000,3000,1414.21,4000,2000,2666.67,1154.7,14.0,2093.0,3.0,14.0,2093.0,3.0,48063713
844427052320911,of:0000328dd09ba943,0x800,10,1,1,False,10,2,1,08:00:27:02:34:4F,08:00:27:AF:96:7C,192.168.1.26/32,192.168.1.25/32,6,35476,8080,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,14.0,2093.0,3.0,14.0,2093.0,3.0,48063843
844429146449585,of:0000328dd09ba943,0x800,10,1,1,False,10,2,1,08:00:27:02:34:4F,08:00:27:AF:96:7C,192.168.1.26/32,192.168.1.25/32,6,35474,8080,1,12,3429,6,6,958,2471,285.75,12.0,3429.0,6.0,6.0,958.0,2471.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,958.0,958.0,958.0,0.0,2471.0,2471.0,2471.0,0.0,0,0,0,0,2000,2000,2000,0,14.0,2093.0,3.0,14.0,2093.0,3.0,48063713
